"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSL%","pivCH","pivFA","pivSL","piCH-X","piFA-X","piSL-X","piCH-Z","piFA-Z","piSL-Z","piwCH","piwFA","piwSL","piwCH/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jake Diekman",5003,"2024-07-28","ATL",25,2024,"NYM","H",37,0,0,18,1,0,0,0,0,0,0,0,1,5,2,2,2,1,0,0,0,0,0,2,18,0,18,2,0,0,0,2,1,0,0,0,0,0.4,0,0.4,2.17248908401489,9,0.4,2,0.5,0,12.1664797782898,5.83352022171021,2.19049659073353,454.149698062268,297.613805423863,54.7244184399108,0,0.333333333,0,0.666666666,0,0.5,2,18,7,14,21,-0.00225599994882941,-0.002381999976933,0.000125999969895929,-1.54100000858307,-0.167591094970703,0.00555999996140599,0.0126000000163913,0.0126000000163913,0.00260000000707805,1,1,-0.162846699357033,-0.242908689939575,0,0,0.76190476,94.8125,0.19047619,81.25,0.04761905,86,0.230468556284904,0.0767092853784561,-1.41040623188019,1.44042847678065,1.9177321344614,-141.040623188019,0.27272727,0.4,0.33333333,1,0.5,0.71428571,0.47619048,0.4,0.0952381,1,1,1,0,1,2,3,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,12.0580221235014,80,60.6074,80,67.83664,67.58294,51.46088,NA,NA,NA,32.40368,74.82889,20,67.23842,68.55936,50.04964,-0.94555,2.65877,88.22,148.08,143.46,97.4,125.24,127.12,NA,NA,NA,130.4,63,85.68,102.637142857143,113.180952380952,118.606666666667,0.76190476,NA,0.19047619,0.04761905,94.65625,NA,80.9000015258789,86.4000015258789,11.6681537628174,NA,-8.48830699920654,12.4764366149902,6.21969938278198,NA,1.60961413383484,1.99981784820557,0.231978256255388,NA,0.0766588412225246,-1.41166830062866,1.44986410159618,NA,1.91647103056312,-141.166830062866,0.11111111,0.5,0.33333333,1,0.66666667,0.71428571,0.57142857,17.6875,0.04761905,0.76190476,0.19047619,86.4010009765625,94.6625595092773,80.8733978271484,11.4430999755859,10.5481519699097,-10.1220149993896,0.939930975437164,5.18464517593384,0.558429956436157,-1.41166830062866,0.231978256255388,0.0766588412225246,-141.166830062866,1.44986410159618,1.91647103056312,0.11111111,0.5,0.33333333,1,0.66666667,0.71428571,0.57142857,3,94.6241149902344,24.7689030965169,2,0.66666667,102.642,2,0.66666667,"2024-07-28",0
"Jake Diekman",5003,"2024-07-26","ATL",25,2024,"NYM","H",37,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,3,27,0,18,3,0,0,0,1,1,0,0,0,0,0.6,0,0.6,0.0542890840148928,9,0.4,2,1,1,10.1664797782898,-1.16647977828979,-1.32151181548834,227.074849031134,248.986205265099,-30.1458059707366,0,0.5,0,0.5,0,1,0,0,5,13,18,0.00521198334172368,-0.0160499922931194,0.0212619751691818,-0.541000008583069,-0.0588363222777843,0.20156666636467,0.137799993157387,0.137799993157387,NA,0,1,-0.0317749083042145,0.057632275674146,0,0,0.61111111,95.45454545,0.16666667,81.66666667,0.22222222,87.5,-1.36435127258301,0.0434236712753773,0.234188497066498,-12.4031933871183,1.44745570917924,5.85471242666245,0.45454545,0.57142857,0.5,0.2,0.75,0.44444444,0.38888889,0.6,0.27777778,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,10.5595354377417,70.88126,53.86688,67.54383,74.40699,67.51057,50.93612,NA,NA,NA,20,62.27827,20,63.69558,64.80884,45.17825,-0.72544,2.98893,96.66,137.96,127.56,114.9,143.16,155.56,NA,NA,NA,79.54,22.88,19.38,106.81,107.765555555556,112.681111111111,0.61111111,NA,0.16666667,0.22222222,95.3090931285511,NA,81.6666666666667,87.375,11.8800118186257,NA,-7.85437393188477,10.1897010803223,5.70175899158825,NA,1.16432174046834,1.5608446598053,-1.3665630929172,NA,0.0436800308525562,0.236306987702847,-12.4233008447019,NA,1.45600102841854,5.90767469257116,0.45454545,0.57142857,0.5,0.2,0.75,0.44444444,0.38888889,19,0.22222222,0.61111111,0.16666667,87.474479675293,95.4165704900568,81.7486673990885,9.19045734405518,10.6495638760653,-9.50556310017904,0.487708002328873,4.92789910056374,0.302703658739726,0.236306987702847,-1.3665630929172,0.0436800308525562,5.90767469257116,-12.4233008447019,1.45600102841854,0.45454545,0.57142857,0.5,0.2,0.75,0.44444444,0.38888889,2,105.510147094727,15.0196743011475,1,0.5,108.659,2,1,"2024-07-26",0
"Jake Diekman",5003,"2024-07-23","@NYY",25,2024,"NYM","A",37,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.103404788804,139.014259199392,1,0,0.5,0.5,0,0,0,0,10,12,22,0.196960002183914,-0.0965960025787354,0.29355600476265,0.49099999666214,0.0509865023195744,3.5391001701355,3.44440007209778,3.44440007209778,NA,0,1,0.0396702624857426,0.0159823024927653,1,0,0.59090909,95.76923077,0.31818182,83.42857143,0.09090909,88,0.322976291179657,0.0465122833848,0.0334886722266674,2.48443300907428,0.664461191211428,1.67443361133337,0,0.6,0.27272727,NA,1,1,0.45454545,0.5,0,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,2.7796065091963,80,45.88096,80,65.99328,70.35325,49.14712,NA,NA,NA,33.98159,80,20,59.34623,80,30.85315,-0.45524,3.39423,86.82,117.62,108.36,127.16,89.42,105.24,NA,NA,NA,130.06,78.06,97.94,126.220909090909,88.4454545454546,103.506363636364,0.59090909,NA,0.31818182,0.09090909,95.7153883713942,NA,83.2142857142857,87.9499969482422,12.0245936467097,NA,-8.28545161655971,10.6299533843994,6.36955906794621,NA,1.58784661974226,4.42569732666016,0.323442760854959,NA,0.0462020039558411,0.0337270088493824,2.48802123734584,NA,0.660028627940587,1.68635044246912,0,0.54545455,0.27272727,NA,1,1,0.5,21.66666667,0.09090909,0.59090909,0.31818182,87.7091522216797,95.5165264423077,82.9525756835938,9.47550487518311,10.7315274752103,-10.1186861310686,3.18707513809204,5.33128591684195,0.545024701527187,0.0337270088493824,0.323442760854959,0.0462020039558411,1.68635044246912,2.48802123734584,0.660028627940587,0,0.6,0.27272727,NA,1,1,0.45454545,2,89.8896789550781,16.3470020294189,1,0.5,100.246,1,0.5,"2024-07-23",0
"Jake Diekman",5003,"2024-07-21","@MIA",25,2024,"NYM","A",37,0,0,0,1,0,0,0,0,0,0,0,1.1,5,0,0,0,0,1,0,1,0,0,1,6.75000160932579,6.75000160932579,0,1,0,0,0,2,0,1,0,0,0,0.2,0.2,0,6.80632908401489,0,0,0.750000178813977,0,1,6.1664804935457,-6.1664804935457,8.43449364361497,0,151.731022338158,205.615125352414,0,0,0,1,0.5,0,0,0,7,13,20,0.0210599787533283,-0.0152199976146221,0.0362799763679504,0.63100004196167,0.0627860724925995,0.288666665554047,0.241333335638046,0.23199999332428,NA,0,1,0.0520675666630268,0.0208884801077608,0,0,0.8,94.25,0.05,83,0.15,86.33333333,0.00940344855189323,0,0.099176250398159,0.0587715534493327,0,3.30587501327197,0.27272727,0.77777778,0.5,0.66666667,1,0.9,0.45,1,0.05,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,4.4475947574509,55.87889,51.42781,41.19412,66.68078,65.68672,46.38876,NA,NA,NA,80,69.47796,58.42231,71.51059,61.99982,45.75889,-1.21096,2.26065,76.12,94.84,61.04,103.9,96.68,97.1,NA,NA,NA,142.24,190.12,164.48,104.956,75.975,69.431,0.8,NA,0.05,0.15,94.2249984741211,NA,82.5,86.5999959309896,11.3714847564697,NA,-6.81254625320435,10.1664288838704,6.48943948745728,NA,2.94919490814209,2.86264642079671,0.00219262391328812,NA,0,0.0993612445890903,0.0137038994580507,NA,0,3.31204148630301,0.3,0.7,0.5,0.66666667,1,0.9,0.5,24.46666667,0.15,0.8,0.05,86.6282348632812,94.2581787109375,82.5370025634766,9.29155349731445,10.3358879089355,-7.91539001464844,1.29124863942464,5.19086503982544,1.32829999923706,0.0993612445890903,0.00219262391328812,0,3.31204148630301,0.0137038994580507,0,0.3,0.7,0.5,0.66666667,1,0.9,0.5,2,82.3883361816406,56.1260070800781,0,0,90.6979,0,0,"2024-07-21",0
"Jake Diekman",5003,"2024-07-12","COL",25,2024,"NYM","H",37,0,0,54.0000563264481,1,0,0,0,0,0,0,0,0.1,3,2,2,2,1,0,0,0,0,0,0,0,0,54.0000563264481,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,27.000028163224,0.666666666666667,6.00000625849423,0.5,0,42.1665204585023,11.8335358679458,7.70250972840334,1362.45051533344,1027.02879689589,187.926204380887,2,0,0.666666666,0.333333333,0,1,0,0,6,10,16,-0.0519139803946018,-0.0835419744253159,0.0316279977560043,-1.44900000095367,-0.157585635781288,0.913266658782959,0.445600003004074,0.445600003004074,1.15820002555847,1,1,-0.113579124212265,0.0567348499848629,0,0,0.6875,95.18181818,0.25,82.75,0.0625,89,-1.14490067958832,-0.0383101105690002,-0.773233532905579,-10.4081879962574,-0.957752764225006,-77.3233532905579,0.25,0.625,0.4375,0.5,0.8,0.71428571,0.5,0.33333333,0.125,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,21.7708020579505,25.1938,51.69879,20,58.35986,64.03382,46.02074,NA,NA,NA,45.16725,80,27.58486,53.24721,68.31017,37.41978,-0.07633,3.9626,86.16,50.16,45.74,110.86,109.9,113.92,NA,NA,NA,114.42,135.1,143.58,114.51125,112.33125,118.28375,0.6875,NA,0.25,0.0625,95.0909090909091,NA,82.625,88.5999984741211,11.2143152410334,NA,-8.3329439163208,10.5429439544678,6.13478781960227,NA,1.48660480976105,1.00259590148926,-1.14240717515349,NA,-0.0394000187516212,-0.780654788017273,-10.3855197741227,NA,-0.985000468790531,-78.0654788017273,0.28571429,0.55555556,0.4375,0.5,0.8,0.71428571,0.5625,21.23076923,0.0625,0.6875,0.25,88.620002746582,95.1342662464489,82.6436996459961,9.34727001190186,9.76554939963601,-10.1567649841309,0.222597002983093,5.31456617875533,0.522736251354218,-0.780654788017273,-1.14240717515349,-0.0394000187516212,-78.0654788017273,-10.3855197741227,-0.985000468790531,0.28571429,0.55555556,0.4375,0.5,0.8,0.71428571,0.5625,3,95.6966857910156,12.7273661295573,1,0.33333333,102.939,2,0.66666667,"2024-07-12",0
"Jake Diekman",5003,"2024-07-10","WSN",25,2024,"NYM","H",37,0,0,0,1,0,0,0,0,0,1,0,0.2,2,0,0,0,0,0,0,0,0,0,2,27.000028163224,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-67.0933479346499,-66.6847344309602,0,0,0,0,0,0,0,0,4,7,11,0.0569519959390163,0,0.0569519959390163,0.643999993801117,0.0700380653142929,1.03800010681152,0.606500029563904,1.21300005912781,0.813400030136108,1,1,0.0549923703074455,-0.000125327842528423,0,0,0.54545455,95,0.45454545,83.6,NA,NA,0.396930068731308,0.135695084929466,NA,6.6155011455218,2.71390169858932,NA,0.4,0.66666667,0.54545455,0.5,0.5,0.5,0.54545455,0.5,0.27272727,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.68845835847855,NA,NA,NA,80,63.25302,80,NA,NA,NA,20,80,20,54.52584,77.59516,39.14491,-0.15576,3.84345,NA,NA,NA,130.48,160.52,175.68,NA,NA,NA,119.42,41.58,52.64,119.256363636364,95.0618181818182,109.76,0.54545455,NA,0.45454545,NA,95,NA,83.6799987792969,NA,10.3158232371012,NA,-6.53823318481445,NA,6.14096705118815,NA,1.79576377868652,NA,0.401602566242218,NA,0.136836536228657,NA,6.69337610403697,NA,2.73673072457314,NA,0.4,0.66666667,0.54545455,0.5,0.5,0.5,0.54545455,23.11111111,NA,0.54545455,0.45454545,NA,95.0106709798177,83.6533447265625,NA,8.96873664855957,-8.44589996337891,NA,5.49839019775391,0.745526552200317,NA,0.401602566242218,0.136836536228657,NA,6.69337610403697,2.73673072457314,0.33333333,0.8,0.54545455,0.5,0.5,0.5,0.45454545,0,NA,NA,0,NA,NA,0,NA,"2024-07-10",0
"Jake Diekman",5003,"2024-07-05","@PIT",25,2024,"NYM","A",37,0,0,9,1,0,0,0,0,0,0,0,0,3,2,1,1,1,1,0,0,0,0,0,0,9,18,0,0,0,0,1,1,0,0,0,0,0,0.33333333,-0.33333333,NA,9,1,3,1,1,19.1664797782898,-10.1664797782898,7.67848818451166,227.074849031134,467.81040597954,187.345706390858,0,0.5,0,0.5,0,1,0,0,6,4,10,-0.0438199900090694,-0.0438199900090694,0,-3.15799999237061,-0.314698547124863,0.24379999935627,0.328799992799759,0.657599985599518,0.0438000001013279,1,1,-0.130347460508347,-0.049389988731899,0,0,0.7,95.28571429,0.2,83,0.1,87,-2.16910982131958,0.0182156562805176,-0.0373910665512085,-30.9872831617083,0.910782814025879,-3.73910665512085,0.14285714,0.66666667,0.3,0,1,0.66666667,0.3,0.66666667,0.1,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,166.585575670406,80,60.59206,80,48.34621,61.86046,60.71355,NA,NA,NA,60.01208,60.89974,68.58597,55.58592,61.05263,71.84584,-0.22162,3.74466,102.32,157.82,120.32,107.48,48.16,56.38,NA,NA,NA,101.68,114.44,100.96,104.808,85.038,84.686,0.7,NA,0.2,0.1,95,NA,83.0999984741211,86.9000015258789,10.2745339529855,NA,-2.48423933982849,9.62885570526123,5.80145154680525,NA,0.302939355373383,3.77652335166931,-2.18511261045933,NA,0.0183174163103104,-0.0380783230066299,-31.2158944351333,NA,0.915870815515518,-3.80783230066299,0.16666667,0.5,0.3,0,1,0.66666667,0.4,20.42857143,0.1,0.7,0.2,86.8486022949219,94.995125906808,83.0718536376953,8.53108024597168,8.75800268990653,-4.25161457061768,2.9917299747467,5.07370703560965,-0.90871798992157,-0.0380783230066299,-2.18511261045933,0.0183174163103104,-3.80783230066299,-31.2158944351333,0.915870815515518,0.14285714,0.66666667,0.3,0,1,0.66666667,0.3,2,94.9551620483398,18.752721786499,1,0.5,107.41,1,0.5,"2024-07-05",0
"Jake Diekman",5003,"2024-07-03","@WSN",25,2024,"NYM","A",37,0,1,54.0000563264481,1,0,0,0,0,0,0,1,0.1,4,2,2,2,0,1,0,0,0,0,1,27.000028163224,27.000028163224,54.0000563264481,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0,5.94041658401489,0,0.666666666666667,9.00000938774135,1,0.33333333,6.16648290753691,47.8335734189112,6.16648290753691,1362.45051533344,151.731081031458,150.807004792197,1,0.5,0.5,0,0,0,0,0,9,18,27,-0.47733199596405,-0.50789999961853,0.0305680129677057,-1.8989999294281,-0.197196260094643,1.36679995059967,0.467599987983704,0.935199975967407,0.521999955177307,1,1,-0.251357465982437,-0.0978757892240951,0,1,0.44444444,94.16666667,0.51851852,83.28571429,0.03703704,87,0.373124659061432,-1.60542333126068,-0.0373910665512085,3.10937215884527,-11.4673095090049,-3.73910665512085,0.4375,0.63636364,0.51851852,0.85714286,0.71428571,0.78571429,0.40740741,0.25,0.11111111,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,7.67090638546927,20,58.17771,20,80,55.78246,80,NA,NA,NA,22.50819,75.33609,20,50.06288,70.27095,40.33852,0.1215,4.25934,98.66,57,22.56,125.84,120.14,126,NA,NA,NA,115.98,57.52,64.16,125.972592592593,82.2911111111111,88.2185185185185,0.44444444,NA,0.51851852,0.03703704,94.0416666666667,NA,83.25,87.1999969482422,10.5206597646077,NA,-5.67386191231864,9.44051170349121,6.41409492492676,NA,1.69479833330427,2.63649845123291,0.377359632402658,NA,-1.6288003064692,-0.0380783230066299,3.14466360335549,NA,-11.6342879033514,-3.80783230066299,0.27272727,0.6875,0.51851852,0.66666667,0.81818182,0.78571429,0.59259259,22.2173913,0.03703704,0.44444444,0.51851852,86.9558029174805,93.8263041178385,83.0217982700893,8.9465799331665,9.5730660756429,-7.26217487880162,1.67980003356934,5.48726018269857,0.270157132829939,-0.0380783230066299,0.377359632402658,-1.6288003064692,-3.80783230066299,3.14466360335549,-11.6342879033514,0.27272727,0.6875,0.51851852,0.66666667,0.81818182,0.78571429,0.59259259,2,100.193435668945,11.9820585250854,1,0.5,105.488,1,0.5,"2024-07-03",0
"Jake Diekman",5003,"2024-07-01","@WSN",25,2024,"NYM","A",37,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,3,0,1,0,1,0,0,0,0,0,1.54372908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.7896047094219,78.3097583844777,3,0.25,0.75,0,0,0,6,54,2,5,7,0.135492026805878,-0.173536002635956,0.309028029441833,0.49099999666214,0.0509864985942841,3.16300010681152,2.25040006637573,2.25040006637573,0.173600003123283,1,1,0.0156521275639534,0.0271844270457336,1,0,0.85714286,95.5,0.14285714,84,NA,NA,0.0252421088516712,0.212085232138634,NA,0.42070181419452,21.2085232138634,NA,0.5,0.66666667,0.57142857,1,1,1,0.42857143,0.75,0,2,0,2,1,1,2,4,0.5,0,0.5,0.25,0.25,0.5,4.61958425263504,NA,NA,NA,53.67161,68.09357,45.62365,NA,NA,NA,80,66.96394,80,66.33171,66.28829,60.48817,-0.88922,2.74326,NA,NA,NA,101.28,74.32,86.68,NA,NA,NA,80.38,165.8,164.08,98.2942857142857,87.3885714285714,97.7371428571429,0.85714286,NA,0.14285714,NA,95.5,NA,84.1999969482422,NA,10.8153114318848,NA,-6.10114622116089,NA,6.59169896443685,NA,1.9614189863205,NA,0.0650787316262722,NA,0.214739695191383,NA,1.08464552710454,NA,21.4739695191383,NA,0.33333333,0.75,0.57142857,1,1,1,0.57142857,20.66666667,NA,0.85714286,0.14285714,NA,95.6776021321615,84.3399963378906,NA,9.83050346374512,-7.43178987503052,NA,5.37010192871094,0.701242983341217,NA,0.0650787316262722,0.214739695191383,NA,1.08464552710454,21.4739695191383,0.33333333,0.75,0.57142857,1,1,1,0.57142857,4,82.9237060546875,-22.8385372161865,0,0,95.9763,1,0.25,"2024-07-01",0
