"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxvFA","pfxvSI","pfxvSL","pfxFA-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwSI","pfxwSL","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFS%","piSI%","piSL%","pivFA","pivFS","pivSI","pivSL","piFA-X","piFS-X","piSI-X","piSL-X","piFA-Z","piFS-Z","piSI-Z","piSL-Z","piwFA","piwFS","piwSI","piwSL","piwFA/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Richard Lovelady",19337,"2024-08-30","SDP",12,2024,"TBR","H",28,0,0,0,1,0,0,0,0,0,0,0,2,7,1,0,0,0,1,0,0,0,0,0,0,4.5,4.5,0,0,0,3,2,1,0,0,0,0,0,0.14285714,-0.14285714,7.44999437859701,0,0.166666666666667,1,0.166666666666667,1,4.6664797782898,-4.6664797782898,6.17848818451166,0,117.542181181042,151.860300781173,1.5,0.166666666,0.5,0.333333333,0,0,0,0,12,16,28,0.00633600167930126,-0.00446799909695983,0.0108040012419224,0.903999984264374,0.0992861017584801,0.0687142834067345,0.0578000023961067,0.0728000029921532,0.021399999037385,1,1,0.0680750831961632,0.0241328445471434,0,0,0.46428571,91.61538462,0.53571429,84.93333333,NA,NA,NA,0.582490384578705,0.385946035385132,NA,4.48069526599004,2.57297356923421,NA,0.29411765,0.45454545,0.35714286,1,1,1,0.39285714,0.42857143,0,3,2,1,2,2,2,6,0.5,0.33333333,0.16666667,0.33333333,0.33333333,0.33333333,5.02139180286413,37.65638,57.34358,33.66326,40.55736,62.59579,38.52015,65.46172,53.10383,70.72041,54.99752,58.22952,57.41212,-0.18507,3.79949,91.22,88.1,90.64,108.62,109.26,111.28,101.456,98.1893333333333,88.436,99.8107142857143,97.2835714285714,93.145,0.28571429,0.17857143,0.53571429,91.3000030517578,91.7400024414062,84.7733317057292,6.16721725463867,11.2637321472168,-2.53397979736328,8.4027624130249,2.61068992614746,3.36314010620117,0.363463561981916,0.26788591593504,0.38940143212676,4.54329452477396,5.35771831870079,2.59600954751174,0.26666667,0.46153846,0.35714286,1,1,1,0.46428571,18,0.28571429,NA,0.17857143,0.53571429,91.6190643310547,NA,92.0613403320312,85.0911051432292,5.75389623641968,NA,10.9602203369141,-3.30421854654948,7.23136377334595,NA,0.983886814117432,1.64119885762533,0.363463561981916,NA,0.26788591593504,0.38940143212676,4.54329452477396,NA,5.35771831870079,2.59600954751174,0.26666667,0.46153846,0.35714286,1,1,1,0.46428571,6,91.2077433268229,18.3136227925618,0,0,107.701,3,0.5,"2024-08-30",0
"Richard Lovelady",19337,"2024-08-25","@LAD",12,2024,"TBR","A",28,0,1,18,1,0,0,0,0,0,0,0,1,7,2,2,2,1,0,0,2,0,0,2,18,0,18,2,0,0,1,1,1,0,0,0,0,0.28571429,0,0.28571429,2.34762705054979,9,0.4,2,0.5,0.76923077,18.1664797782898,-0.166479778289794,6.67848818451166,465.046635717358,463.081503381344,164.299085576848,1,0.333333333,0.333333333,0.333333333,0,1,0,0,6,13,19,-0.325940012931824,-0.346960008144379,0.0210199952125549,-1.5220000743866,-0.161058202385902,0.808857142925262,1.79799997806549,1.79799997806549,NA,0,1,-0.109667718410492,-0.293295914639776,0,1,0.63157895,92.66666667,0.36842105,84.85714286,NA,NA,NA,-0.964650571346283,-0.735392451286316,NA,-8.03875476121902,-10.5056064469474,NA,0.36363636,0.75,0.52631579,0.25,0.83333333,0.6,0.42105263,0.71428571,0.21052632,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,17.7700455613004,47.7807,63.00747,47.08489,20,66.95216,20,80,55.29661,80,26.41416,61.67978,20,1.59071,6.46316,83.18,94.08,88.26,104.64,-79.8,-66.9,116.477142857143,149.74,146.157142857143,102.224210526316,59.6768421052632,60.5926315789474,0.31578947,0.31578947,0.36842105,92.5833333333333,92.8166707356771,84.8571428571429,4.90134684244792,9.19122823079427,-5.74921253749302,7.48068237304688,3.33829561869303,1.52553476606097,-0.361950103193521,-0.623381804674864,-0.73998523876071,-6.03250171989202,-10.3896967445811,-10.5712176965816,0.4,0.66666667,0.52631579,0.5,0.66666667,0.6,0.47368421,17.83333333,0.31578947,NA,0.31578947,0.36842105,92.3141377766927,NA,92.5412394205729,84.5598318917411,4.69228839874268,NA,9.13531812032064,-6.53261457170759,6.77304967244466,NA,2.34234205881755,0.305816582271031,-0.361950103193521,NA,-0.623381804674864,-0.73998523876071,-6.03250171989202,NA,-10.3896967445811,-10.5712176965816,0.36363636,0.75,0.52631579,0.5,0.66666667,0.6,0.42105263,3,93.0784912109375,14.3719062805176,1,0.33333333,100.402,2,0.66666667,"2024-08-25",0
"Richard Lovelady",19337,"2024-08-23","@LAD",12,2024,"TBR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,79.1489231587868,76.9288520456552,3,0,1,0,0,0,0,0,3,4,7,0.0685800090432167,0,0.0685800090432167,0.477999985218048,0.0505820102989674,0.916666626930237,1.16466665267944,0.861999988555908,0.972000002861023,1,1,0.0749354809522629,-0.000120922389266337,1,0,0.71428571,92.6,0.28571429,88,NA,NA,NA,0.62114542722702,0.0151102766394615,NA,12.4229085445404,0.755513831973076,NA,0.33333333,1,0.42857143,1,1,1,0.14285714,0.33333333,0,2,1,0,0,1,2,3,0.66666667,0.33333333,0,0,0.33333333,0.66666667,1.3270541498211,NA,NA,NA,32.75785,63.56952,28.75095,77.595,40.54765,78.35122,48.21045,55.10062,42.95535,0.23659,4.43198,NA,NA,NA,108.34,79.04,90.56,83.5,133.82,125.92,101.242857142857,94.6914285714286,100.662857142857,NA,0.71428571,0.28571429,NA,92.4799987792969,88.25,NA,10.1680541992187,-0.412734121084213,NA,3.87447776794434,1.76723670959473,NA,0.629097647964954,0.0151214338839054,NA,12.5819529592991,0.756071694195271,0,0.75,0.42857143,NA,1,1,0.57142857,16,NA,NA,0.71428571,0.28571429,NA,NA,92.2797790527344,88.0547027587891,NA,NA,9.89707183837891,-1.19959306716919,NA,NA,2.65538597106934,0.868596017360687,NA,NA,0.629097647964954,0.0151214338839054,NA,NA,12.5819529592991,0.756071694195271,0,0.75,0.42857143,NA,1,1,0.57142857,3,100.305023193359,0.53338090578715,0,0,111.753,2,0.66666667,"2024-08-23",0
"Richard Lovelady",19337,"2024-08-22","@OAK",12,2024,"TBR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0.4,-0.4,11.4784890840149,0,0,2,0,1,9.16647977828979,-9.16647977828979,9.16647977828979,0,232.721955247809,226.194269593759,3,0,1,0,0,0,0,0,10,6,16,0.0119000002741814,-0.00749201327562332,0.0193920135498047,0.453000009059906,0.0496710538864136,0.217120006680489,0.204800009727478,0.204800009727478,NA,0,1,0.0273069180548191,0.0275014824059145,0,0,0.75,92.08333333,0.25,88.25,NA,NA,NA,0.317913413047791,-0.19299778342247,NA,2.64927844206492,-4.82494458556175,NA,0.07692308,0.66666667,0.1875,1,1,1,0.1875,0.4,0,0,3,0,0,3,0,3,0,1,0,0,1,0,8.19855417290572,29.72097,44.92475,21.07877,20,53.98412,20,20,38.23693,20,20,46.0199,20,2.74782,8.19882,91.14,-21.62,-17.9,93.32,43.86,49.08,81.68,0.879999999999995,2.84,90.1375,24.93,29.1475,0.125,0.625,0.25,92.1999969482422,91.9799987792969,88.2249984741211,6.61619186401367,10.4870559692383,0.510780215263367,7.61126136779785,2.68813533782959,3.75026893615723,0.0909972935914993,0.224213484674692,-0.196844764053822,4.54986467957497,2.24213484674692,-4.92111910134554,0.08333333,0.5,0.1875,1,1,1,0.25,17.09090909,0.125,NA,0.625,0.25,92.3294525146484,NA,92.0984924316406,88.3689498901367,6.29407501220703,NA,10.7818954467773,0.291151016950607,6.44145488739014,NA,1.33394784927368,2.37450456619263,0.0909972935914993,NA,0.224213484674692,-0.196844764053822,4.54986467957497,NA,2.24213484674692,-4.92111910134554,0.09090909,0.4,0.1875,1,1,1,0.3125,3,92.6498107910156,-21.9407374064128,0,0,105.311,2,0.66666667,"2024-08-22",0
"Richard Lovelady",19337,"2024-08-19","@OAK",12,2024,"TBR","A",28,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,2,18,0,9,2,0.5,0,2,0,0,0,1,0,0,0.5,0,0.5,-0.528020915985107,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.233098233895,-22.5814263197472,2,0,1,0,0,0,0,0,7,9,16,0.0102999825030565,-0.0224160067737103,0.0327159911394119,0.453000009059906,0.0496710501611233,0.231120005249977,0.184799998998642,0.184799998998642,0.0932000055909157,1,1,0.0142515795305371,0.0303139373831379,0,0,0.625,92,0.375,87.33333333,NA,NA,NA,-0.31153130531311,0.708801031112671,NA,-3.1153130531311,11.8133505185445,NA,0.2,0.66666667,0.375,0.5,0.5,0.5,0.375,0.25,0.1875,2,0,0,1,1,0,2,1,0,0,0.5,0.5,0,-0.898066995206912,43.50176,51.14164,51.13191,30.02307,47.94245,36.99144,20,40.25177,26.93198,22.99337,44.25988,32.09521,1.80323,6.78194,74.58,70,59.82,103.12,79.58,78.5,81.7,63.28,66.08,93.30375,72.86875,72.675,0.0625,0.5625,0.375,92.4000015258789,91.9888916015625,87.2000020345052,5.94140625,10.2499643961589,0.597577810287476,7.55883407592773,3.51021957397461,3.49096552530924,-0.0350487045943737,-0.283248469233513,0.718403678387403,-3.50487045943737,-3.1472052137057,11.9733946397901,0.22222222,0.57142857,0.375,0,0.75,0.5,0.4375,20.08333333,0.0625,NA,0.5625,0.375,92.7077026367188,NA,92.2698906792535,87.4576822916667,5.63676977157593,NA,10.410390218099,0.612594882647196,5.95201015472412,NA,1.90463913811578,1.92342933019002,-0.0350487045943737,NA,-0.283248469233513,0.718403678387403,-3.50487045943737,NA,-3.1472052137057,11.9733946397901,0.28571429,0.44444444,0.375,0,0.75,0.5,0.5625,2,64.6316680908203,-49.7809829711914,0,0,76.6743,0,0,"2024-08-19",0
"Richard Lovelady",19337,"2024-08-17","ARI",12,2024,"TBR","H",28,0,0,0,1,0,0,0,0,1,0,0,1.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.5684995033937,0,79.1489231587868,161.562834508075,0.333333333,0,0.25,0.75,0,0,0,0,6,10,16,0.0265319682657719,0,0.0265319682657719,1.18299996852875,0.129928603768349,0.256350010633469,0.362266659736633,0.818400025367737,NA,0,1,0.101934745907784,0.00156424830020775,0,0,0.6875,92.54545455,0.3125,87.2,NA,NA,NA,0.491712808609009,0.469842135906219,NA,4.47011644190008,9.39684271812439,NA,0.27272727,0.6,0.375,0.66666667,1,0.83333333,0.3125,0.25,0.0625,1,1,2,1,1,2,4,0.25,0.25,0.5,0.25,0.25,0.5,0.902599846760432,70.91426,51.20917,80,80,75.03657,56.74904,42.36811,45.05006,55.53147,76.64877,56.36095,71.51076,-1.53018,1.78182,89.9,113.38,118.14,142.7,129.04,169.9,89.62,92.24,96.24,109.6125,112.64625,130.70625,0.3125,0.375,0.3125,92.5200012207031,92.5666707356771,87.1,6.53838195800781,11.1232897440592,0.598325300216675,9.23275680541992,2.65074300765991,2.85164966583252,0.393362727016211,0.146525923162699,0.517567526549101,7.86725454032421,2.44209871937831,10.351350530982,0.28571429,0.44444444,0.375,1,0.75,0.83333333,0.5625,17.25,0.3125,NA,0.375,0.3125,92.7410583496094,NA,92.768544514974,87.2856567382812,6.21836776733398,NA,10.7983169555664,-0.112496209144592,7.85595626831055,NA,1.20949633916219,1.3347466468811,0.393362727016211,NA,0.146525923162699,0.517567526549101,7.86725454032421,NA,2.44209871937831,10.351350530982,0.16666667,0.5,0.375,1,0.8,0.83333333,0.625,4,88.3615875244141,6.96578550338745,1,0.25,103.027,1,0.25,"2024-08-17",0
"Richard Lovelady",19337,"2024-08-12","HOU",12,2024,"TBR","H",28,0,0,0,1,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,1,4.5,0,9,1,0.2,0,5,0,1,0,1,0,0,0.14285714,0,0.14285714,0.378912767843791,0,0.285714285714286,1,0.333333333333333,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,53.5534178106164,52.0512824543046,5,0.166666666,0.833333333,0,0,0,0,0,6,18,24,0.00786400213837624,-0.00321199977770448,0.0110760014504194,0.903999984264374,0.0992861017584801,0.0685142874717712,0.067100003361702,0.0828000009059906,0.0199999995529652,1,1,0.0769997462630272,0.0377792644888004,0,0,0.58333333,93,0.41666667,85.2,NA,NA,NA,0.69543069601059,0.0904125571250916,NA,4.96736211436135,0.904125571250916,NA,0.57142857,0.7,0.625,0.625,1,0.8,0.41666667,0.42857143,0.125,2,3,1,0,3,3,6,0.33333333,0.5,0.16666667,0,0.5,0.5,2.25675161834203,20,58.52405,20,59.58598,59.01712,49.3774,80,58.34024,80,64.11445,59.59653,59.94473,-0.75147,2.94989,91.88,65.18,65.4,115.4,109,122.22,99.52,128.8,126.8,104.863333333333,109.946666666667,114.658333333333,0.16666667,0.41666667,0.41666667,93.1500015258789,92.85,85.2599975585938,7.20966529846191,10.8177345275879,-1.61020183563232,8.96914291381836,3.5695671081543,3.77114639282227,-0.0657817460596561,0.772081419825554,0.0900988057255745,-1.6445436514914,7.72081419825554,0.900988057255745,0.57142857,0.7,0.625,0.75,0.85714286,0.8,0.41666667,19.70588235,0.16666667,NA,0.41666667,0.41666667,93.0787963867188,NA,92.7933898925781,85.2025024414063,6.66407775878906,NA,10.4072166442871,-2.23132419586182,7.68967723846436,NA,2.09333648681641,2.49911289215088,-0.0657817460596561,NA,0.772081419825554,0.0900988057255745,-1.6445436514914,NA,7.72081419825554,0.900988057255745,0.53846154,0.72727273,0.625,0.71428571,0.875,0.8,0.45833333,6,93.743153889974,-10.0848375956217,1,0.16666667,108.882,3,0.5,"2024-08-12",0
"Richard Lovelady",19337,"2024-08-09","BAL",12,2024,"TBR","H",28,0,0,9,1,0,0,0,0,0,0,0,1,5,2,1,1,1,0,0,0,0,0,1,9,0,18,1,0,0,1,2,1,0,0,0,0,0.2,0,0.2,3.74716908401489,9,0.4,2,0.333333333333333,1,14.1664797782898,-5.16647977828979,4.19049659073353,232.523317858679,360.699481988662,102.403901559937,0.5,0.25,0.25,0.5,0,0.5,0,0,5,13,18,-0.0392279997467995,-0.0582440085709095,0.0190160050988197,-0.547999978065491,-0.0601867064833641,0.228160008788109,0.3783999979496,0.3783999979496,0.166999995708466,1,1,-0.149627298116684,-0.022304671710817,0,0,0.72222222,92.53846154,0.27777778,87.2,NA,NA,NA,-0.654479384422302,-0.491658806800842,NA,-5.03445680324848,-9.83317613601685,NA,0.22222222,0.77777778,0.5,0.5,1,0.88888889,0.5,0.6,0.05555556,0,2,2,0,2,2,4,0,0.5,0.5,0,0.5,0.5,14.1645541596307,48.96306,56.38012,42.28651,80,80,75.78297,20,45.08521,20,46.38561,61.02593,38.32788,0.34996,4.60203,82.34,122.84,119.5,134.5,115.48,141.3,103.98,30.54,35.48,105.737777777778,94.7477777777778,103.427777777778,0.38888889,0.33333333,0.27777778,92.3142874581473,93.0333353678385,87.2200012207031,7.41039494105748,11.7873140970866,0.882890510559082,8.69534138270787,3.45900821685791,4.15455894470215,-1.00871029868722,0.363357879221439,-0.500802058726549,-14.4101471241031,6.05596465369066,-10.016041174531,0.14285714,0.72727273,0.5,0,1,0.88888889,0.61111111,17.5,0.38888889,NA,0.33333333,0.27777778,92.4292428152902,NA,93.1297810872396,87.3002014160156,6.89099448067801,NA,11.4469668070475,0.0884472131729126,7.25987134660993,NA,1.94716278711955,2.55015296936035,-1.00871029868722,NA,0.363357879221439,-0.500802058726549,-14.4101471241031,NA,6.05596465369066,-10.016041174531,0.14285714,0.72727273,0.5,0,1,0.88888889,0.61111111,4,97.7627410888672,14.3580923080444,1,0.25,105.456,3,0.75,"2024-08-09",0
"Richard Lovelady",19337,"2024-08-08","@STL",12,2024,"TBR","A",28,1,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,1,3,0,0,0,0,0,0,0,6.03472908401489,0,0.4,2,0.4,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,79.1489231587868,114.543946394147,1,0.6,0.2,0.2,0,0,3,27,3,13,16,0.0275520011782646,-0.025628013536334,0.0531800165772438,0.479999989271164,0.0506329126656055,0.53056001663208,0.48199999332428,0.48199999332428,1.9099999666214,1,1,0.0122144026681781,0.0397156341128836,0,0,0.4375,93.14285714,0.5625,86.11111111,NA,NA,NA,-0.980283081531525,0.54958587884903,NA,-14.0040440218789,6.10650976498922,NA,0.625,0.75,0.6875,0.6,1,0.81818182,0.5,0.4,0.125,4,0,1,1,0,4,5,0.8,0,0.2,0.2,0,0.8,11.8852354758331,80,64.07931,80,29.57823,64.65727,20,67.23073,48.30188,72.79299,68.89992,57.82273,69.21825,-1.04877,2.50394,145.98,147.6,166.28,123.26,73.88,80.6,101.911111111111,117.22,119.268888888889,114.994666666667,114.628,120.937333333333,0.1875,0.25,0.5625,93.0666707356771,93.4499969482422,86.1333346896701,6.12269973754883,10.0365028381348,-1.45235644446479,8.31848907470703,3.93971633911133,2.75004196166992,-1.29583287239075,0.265564668923616,0.556005146354437,-43.1944290796916,6.63911672309041,6.17783495949374,0.66666667,0.7,0.6875,0.5,1,0.81818182,0.625,19.90909091,0.1875,NA,0.25,0.5625,93.2728983561198,NA,93.6464538574219,86.3196478949653,5.41221364339193,NA,9.50837707519531,-2.53325547112359,7.47792689005534,NA,2.75403261184692,1.51483090718587,-1.29583287239075,NA,0.265564668923616,0.556005146354437,-43.1944290796916,NA,6.63911672309041,6.17783495949374,0.66666667,0.7,0.6875,0.5,1,0.81818182,0.625,5,89.195166015625,19.2415390014648,2,0.4,111.078,3,0.6,"2024-08-08",0
"Richard Lovelady",19337,"2024-06-07","BAL",12,2024,"TBR","H",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.9579124624459,102.403901559937,0,0,0,1,0.5,0,1,9,1,8,9,0.0332139991223812,0,0.0332139991223812,0.451999992132187,0.0496430546045303,0.447466671466827,0.608400046825409,0.608400046825409,0.919800043106079,1,1,0.0744497925043106,-0.000223037216585217,0,0,0.55555556,92.4,0.44444444,84.75,NA,NA,NA,0.33653062582016,0.464483320713043,NA,6.7306125164032,11.6120830178261,NA,0.33333333,0.83333333,0.66666667,0,0.8,0.66666667,0.66666667,0.66666667,0.22222222,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-1.45670893082013,64.35243,28.29633,78.87488,80,63.26344,80,60.35886,52.54355,58.12902,80,54.88895,80,-1.87137,1.27004,131.84,118.76,98.5,111.42,119.14,132.84,110.4,118.83,129.8,115.504444444444,118.917777777778,123.857777777778,0.22222222,0.33333333,0.44444444,92.6999969482422,92.2999979654948,84.7249984741211,7.56178569793701,10.4344240824382,-3.53553557395935,6.25064325332642,2.33632230758667,2.50946617126465,0.196128189563751,0.144308466464281,0.434311840683222,9.80640947818756,4.81028221547604,10.8577960170805,0.33333333,0.83333333,0.66666667,0,0.8,0.66666667,0.66666667,19,NA,NA,0.55555556,0.44444444,NA,NA,92.4245849609375,84.6789245605469,NA,NA,8.63061981201172,-4.27194786071777,NA,NA,2.63909549713135,1.21577095985413,NA,NA,0.340436656028032,0.434311840683222,NA,NA,6.80873312056065,10.8577960170805,0,0.85714286,0.66666667,NA,0.66666667,0.66666667,0.77777778,2,76.3415069580078,65.5991668701172,0,0,83.809,0,0,"2024-06-07",0
"Richard Lovelady",19337,"2024-06-05","@MIA",12,2024,"TBR","A",28,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.233098233895,-22.5814263197472,1,0,1,0,0,0,0,0,2,7,9,0.0758199989795685,0,0.0758199989795685,0.522000014781952,0.0519402995705605,0.986666679382324,1.39199995994568,1.39199995994568,1.55999994277954,1,1,0.0769307389855385,-8.61464154990055e-05,1,0,0.33333333,92,0.66666667,86.16666667,NA,NA,NA,0.36026805639267,0.373124659061432,NA,12.008935213089,6.21874431769053,NA,0.25,0.6,0.44444444,0,0.66666667,0.5,0.55555556,0.66666667,0.22222222,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.54007596913708,65.8454,61.0802,59.99742,80,80,80,77.25954,43.01112,80,80,54.75118,80,-1.99068,1.09107,115.86,67.04,64.36,109.3,145.8,154.26,90.56,144.84,127.24,98.2644444444445,127.657777777778,116.268888888889,0.22222222,0.11111111,0.66666667,91.9000015258789,91.5999984741211,86.0666707356771,5.79146146774292,10.4037437438965,-0.954706827799479,9.38473129272461,2.16145920753479,1.86028893788656,0.14972286298871,0.214739695191383,0.366003025323153,7.48614314943552,21.4739695191383,6.10005042205254,0.33333333,0.5,0.44444444,0,0.66666667,0.5,0.66666667,15.83333333,0.22222222,NA,0.11111111,0.66666667,92.4848480224609,NA,92.1703033447266,86.6280008951823,5.18043518066406,NA,9.76194000244141,-1.61538902918498,7.83465480804443,NA,0.958175003528595,0.535236318906148,0.14972286298871,NA,0.214739695191383,0.366003025323153,7.48614314943552,NA,21.4739695191383,6.10005042205254,0.33333333,0.5,0.44444444,0,0.66666667,0.5,0.66666667,1,106.191162109375,-24.6517276763916,0,0,106.191,1,1,"2024-06-05",0
"Richard Lovelady",19337,"2024-05-31","@BAL",12,2024,"TBR","A",28,0,1,54.0000563264481,1,0,0,0,0,0,0,1,0.1,3,2,2,2,0,0,0,0,0,0,1,27.000028163224,0,54.0000563264481,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.666666666666667,6.00000625849423,1,0,-2.83352648020443,56.8335828066525,-2.83352648020443,1395.14136239792,-74.4242691195584,-72.3367211985741,1,0.5,0.5,0,0,0,0,0,3,9,12,-0.18860000371933,-0.291679978370667,0.103079989552498,-0.980999946594238,-0.105483867228031,2.86466670036316,1.06099998950958,2.12199997901917,2.76600003242493,1,1,-0.0597500540316105,-0.0060865766994343,0,1,0.25,92,0.75,84.44444444,NA,NA,NA,-0.40275639295578,-0.258836805820465,NA,-13.425213098526,-2.87596450911628,NA,0.5,0.5,0.5,0.5,0.5,0.5,0.33333333,0.66666667,0.25,0,2,0,1,0,1,2,0,1,0,0.5,0,0.5,3.70209232202746,80,58.81298,80,80,50.6266,80,47.38212,56.69225,49.85685,69.73495,61.81453,78.21446,-1.10065,2.42612,81.86,179.46,167.5,125.86,156.88,161.32,110.46,78.3622222222222,81.1466666666667,110.643333333333,99.8733333333333,101.705,0.08333333,0.16666667,0.75,91.8000030517578,92.0500030517578,84.3999972873264,4.86844635009766,9.63004779815674,-3.22774908277724,7.07690334320068,4.21408367156982,2.79059600830078,0.057969942688942,-0.46685853600502,-0.264311570674181,5.7969942688942,-23.342926800251,-2.93679522971312,0.25,0.625,0.5,0,0.6,0.5,0.66666667,19.66666667,0.08333333,NA,0.16666667,0.75,91.5708999633789,NA,91.8504943847656,84.1869642469618,4.49591016769409,NA,9.22920036315918,-3.99805619981554,5.87120008468628,NA,2.99449014663696,1.59805117713081,0.057969942688942,NA,-0.46685853600502,-0.264311570674181,5.7969942688942,NA,-23.342926800251,-2.93679522971312,0.2,0.71428571,0.5,0,0.6,0.5,0.58333333,2,81.7589111328125,12.2224540710449,0,0,98.0754,1,0.5,"2024-05-31",0
