"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCB","wCH","wFB/C","wSL/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piSL%","pivCH","pivFA","pivSL","piCH-X","piFA-X","piSL-X","piCH-Z","piFA-Z","piSL-Z","piwCH","piwFA","piwSL","piwCH/C","piwFA/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Carlos Estevez",14542,"2024-08-26","HOU",26,2024,"PHI","H",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6.03472908401489,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.5491818091038,114.84853560366,1,0.333333333,0.333333333,0.333333333,0,0,0,0,3,8,11,0.137520015239716,0,0.137520015239716,0.500999987125397,0.0513056851923466,1.81486666202545,2.32119989395142,2.32119989395142,2.63860011100769,1,1,0.0757965296506882,-2.23595051863229e-05,1,0,0.36363636,96.75,0.63636364,91.14285714,NA,NA,NA,NA,NA,0.226017817854881,0.527329623699188,NA,NA,5.65044544637203,7.53328033855983,NA,NA,0.4,0.83333333,0.63636364,0.5,0.8,0.71428571,0.54545455,0.66666667,0.18181818,1,2,0,0,3,0,3,0.33333333,0.66666667,0,0,1,0,5.89106366447744,NA,NA,NA,NA,NA,NA,51.29799,62.28483,51.99916,57.15951,45.35218,63.65327,57.26944,54.68391,63.08814,-0.32621,3.58778,NA,NA,NA,NA,NA,NA,108.06,112.08,116.4,119.3,101.48,114.48,115.212727272727,105.334545454545,115.178181818182,0.36363636,0.63636364,NA,NA,96.6750030517578,91.0571463448661,NA,NA,-5.21103954315186,2.89900343758719,NA,NA,11.151834487915,1.917158808027,NA,NA,0.270733080804348,0.533958625048399,NA,NA,6.7683270201087,7.62798035783427,NA,NA,0.25,0.85714286,0.63636364,0,0.83333333,0.71428571,0.63636364,15.5,NA,0.36363636,0.63636364,NA,96.5962295532227,90.9569963727679,NA,-4.51593971252441,3.50691713605608,NA,10.1014995574951,0.776161738804409,NA,0.270733080804348,0.533958625048399,NA,6.7683270201087,7.62798035783427,0.33333333,0.75,0.63636364,0,0.83333333,0.71428571,0.72727273,3,85.2283223470052,7.13812001546224,0,0,95.5663,1,0.33333333,"2024-08-26",0
"Carlos Estevez",14542,"2024-08-25","@KCR",26,2024,"PHI","A",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.5491818091038,114.84853560366,2,0,0.666666666,0.333333333,0,0,0,0,2,10,12,0.000662000034935772,0,0.000662000034935772,0.533999979496002,0.0522760637104511,0.00999999977648258,0.0199999995529652,0.0199999995529652,NA,0,1,0.0412000007927418,0.0250000041805209,0,0,0.83333333,96.4,0.08333333,91,NA,NA,0.08333333,87,NA,0.558118283748627,0.139680862426758,NA,-0.0238054171204567,5.58118283748627,13.9680862426758,NA,-2.38054171204567,0.2,0.85714286,0.58333333,1,1,1,0.58333333,1,0,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,1.17625130432056,20,50.9152,20,NA,NA,NA,80,57.92724,80,31.42098,40.41651,41.15964,76.98826,52.12791,80,-1.55127,1.75019,99.48,44.86,43.9,NA,NA,NA,106.36,124.08,125.1,139.18,64.24,76.26,108.521666666667,112.491666666667,114.263333333333,0.83333333,0.08333333,NA,0.08333333,96.25,91,NA,87.0999984741211,-5.1773868560791,2.73016691207886,NA,-9.1970272064209,10.1557647705078,2.26297426223755,NA,3.14826703071594,0.564838476479053,0.141648322343826,NA,-0.0242429338395596,5.64838476479053,14.1648322343826,NA,-2.42429338395596,0.25,0.75,0.58333333,1,1,1,0.66666667,16.66666667,0.08333333,0.83333333,0.08333333,87.1909027099609,96.3642883300781,91.0858001708984,-8.29014015197754,-4.67709503173828,3.32164001464844,1.13839995861053,9.01001129150391,1.19980001449585,-0.0242429338395596,0.564838476479053,0.141648322343826,-2.42429338395596,5.64838476479053,14.1648322343826,0.25,0.75,0.58333333,1,1,1,0.66666667,3,93.4714660644531,5.9613660176595,0,0,101.493,1,0.33333333,"2024-08-25",0
"Carlos Estevez",14542,"2024-08-21","@ATL",26,2024,"PHI","A",31,0,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,3,1,0,1,0,0,0,0,0.2,-0.2,7.43248908401489,0,0.25,2,0.25,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,147.416455846498,187.345706390858,3,0,0.75,0.25,1,0,0,0,7,9,16,0.202243998646736,-0.260004013776779,0.462248027324677,0.506999969482422,0.0515243895351887,5.80559968948364,3.48559999465942,3.48559999465942,NA,0,1,0.000345235166605562,0.0344907868576281,1,0,0.5625,96.55555556,0.3125,89,NA,NA,0.125,89.5,NA,-0.514273762702942,0.179798394441605,NA,0.230590090155602,-5.71415291892158,3.59596788883209,NA,11.5295045077801,0,0.75,0.375,NA,0.66666667,0.66666667,0.5,0.8,0.125,1,1,2,2,1,1,4,0.25,0.25,0.5,0.5,0.25,0.25,2.9184540670179,44.35396,56.2323,35.27985,NA,NA,NA,20,51.82553,20,66.91028,38.99239,77.21089,20.53557,47.53132,20,1.95593,7.01099,59.6,139.34,143.6,NA,NA,NA,81.22,14.56,12.86,104.38,112.02,123.38,85.755,60.61375,63.74,0.5625,0.3125,NA,0.125,96.6222195095486,89.0400024414062,NA,89.1500015258789,-4.60642708672418,1.94198932647705,NA,-7.44250917434692,10.0861036512587,1.53317241668701,NA,4.73032665252686,-0.52697417140007,0.181538973003626,NA,0.234473872929811,-5.85526857111189,3.63077946007252,NA,11.7236936464906,0,0.6,0.375,NA,0.66666667,0.66666667,0.625,15.6,0.125,0.5625,0.3125,89.1523513793945,96.614013671875,89.0054992675781,-7.22268486022949,-4.31549792819553,2.48689193725586,3.83241510391235,9.25516001383463,0.268736600875854,0.234473872929811,-0.52697417140007,0.181538973003626,11.7236936464906,-5.85526857111189,3.63077946007252,0,0.6,0.375,NA,0.66666667,0.66666667,0.625,4,73.8001327514648,6.69049406051636,0,0,95.8583,1,0.25,"2024-08-21",0
"Carlos Estevez",14542,"2024-08-16","WSN",26,2024,"PHI","H",31,1,0,18,1,0,0,0,0,0,0,1,1,6,3,2,2,0,0,0,0,0,0,2,18,0,27,2,0,0,3,1,0,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.5,3,0.75,0.33333333,-0.833520221710205,18.8335202217102,0.678488184511662,435.095551115905,-17.9405169074213,18.1856412207288,3,0,0.75,0.25,0,0,1,9,8,19,27,-0.288709968328476,-0.516552031040192,0.227842032909393,-1.49900007247925,-0.153507426381111,3.18154287338257,1.50199997425079,1.50199997425079,NA,0,1,-0.108246676623821,0.01750140622565,0,1,0.55555556,98.26666667,0.2962963,90.875,NA,NA,0.14814815,90.5,NA,-0.618577897548676,0.168457508087158,NA,-0.0805156826972961,-4.1238526503245,2.10571885108948,NA,-2.0128920674324,0.33333333,0.83333333,0.55555556,0.6,0.8,0.73333333,0.44444444,0.66666667,0.14814815,0,3,1,0,3,1,4,0,0.75,0.25,0,0.75,0.25,-0.295061064640479,80,49.86844,80,NA,NA,NA,21.0816,55.27341,20,80,54.71758,80,50.21834,54.57013,52.94501,0.11185,4.24487,60.4,127.4,110.66,NA,NA,NA,99.34,91.86,91.82,117,150.58,173.24,98.8037037037037,114.523703703704,118.735555555556,0.55555556,0.2962963,NA,0.14814815,98.1,90.9124984741211,NA,90.3249969482422,-5.29835306803385,2.33096647262573,NA,-6.64822387695312,9.77381083170573,1.83518886566162,NA,5.22063159942627,-0.6306715272367,0.170344013720751,NA,-0.0819857493042946,-4.20447684824467,2.12930017150939,NA,-2.04964373260736,0.18181818,0.8125,0.55555556,1,0.69230769,0.73333333,0.59259259,19.04761905,0.14814815,0.55555556,0.2962963,90.2554016113281,98.010107421875,90.8216018676758,-6.19025754928589,-4.71422475179036,3.12089371681213,3.92193245887756,8.66007893880208,0.521728575229645,-0.0819857493042946,-0.6306715272367,0.170344013720751,-2.04964373260736,-4.20447684824467,2.12930017150939,0.2,0.76470588,0.55555556,1,0.69230769,0.73333333,0.62962963,4,91.0602035522461,-1.54815018177032,0,0,104.643,1,0.25,"2024-08-16",0
"Carlos Estevez",14542,"2024-08-14","MIA",26,2024,"PHI","H",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-17.9405169074213,18.1856412207288,0,0,0,1,0,0,0,0,6,9,15,0.0144520057365298,0,0.0144520057365298,0.500999987125397,0.0513056851923466,0.183866664767265,0.340999990701675,0.340999990701675,NA,0,1,0.0815109014511108,-0.0029104343418451,0,0,0.53333333,96.5,0.33333333,90,NA,NA,0.13333333,89.5,NA,1.04048562049866,-0.280923664569855,NA,0.0228863731026649,13.0060702562332,-5.61847329139709,NA,1.14431865513325,0.33333333,0.66666667,0.46666667,0.66666667,0.5,0.57142857,0.4,NA,0.2,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.71377784299991,73.436,40.67518,76.96108,NA,NA,NA,78.41156,51.52653,80,20,40.66364,20,60.61493,45.56943,60.54161,-0.53406,3.276,78.3,157.74,144.3,NA,NA,NA,97.66,141.76,142.02,104.78,73.22,86.72,97.452,121.044,123.890666666667,0.53333333,0.33333333,NA,0.13333333,96.3625030517578,90.1400024414063,NA,89.0500030517578,-4.85708236694336,2.43305358886719,NA,-6.06760883331299,10.6162014007568,2.90276374816895,NA,7.31988716125488,1.05492307245731,-0.286640696227551,NA,0.0229212380945683,13.1865384057164,-5.73281392455101,NA,1.14606190472841,0.375,0.57142857,0.46666667,0.66666667,0.5,0.57142857,0.46666667,16.91666667,0.13333333,0.53333333,0.33333333,88.9219055175781,96.260986328125,90.0186584472656,-5.33137512207031,-4.42479372024536,3.11113395690918,6.21780014038086,9.39545154571533,1.40922260284424,0.0229212380945683,1.05492307245731,-0.286640696227551,1.14606190472841,13.1865384057164,-5.73281392455101,0.375,0.57142857,0.46666667,0.66666667,0.5,0.57142857,0.46666667,1,95.9772338867188,43.9302787780762,0,0,95.9772,1,1,"2024-08-14",0
"Carlos Estevez",14542,"2024-08-13","MIA",26,2024,"PHI","H",31,0,0,9,1,0,0,0,0,0,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,18,0,0,0,1,2,1,0,0,0,0,0,0,0,6.91672908401489,9,0.5,2,0.333333333333333,1,16.1664797782898,-7.16647977828979,6.19049659073353,217.547775557952,383.64070263781,151.387312822842,0.5,0.25,0.25,0.5,0,0.5,0,0,0,5,5,-0.00681799929589033,-0.0121440012007952,0.00532600143924356,-0.499000042676926,-0.0511008687317371,0.0502000004053116,0.060199998319149,0.060199998319149,NA,0,1,-0.291082352399826,0.155265634454761,0,0,0.6,97,0.4,88.5,NA,NA,NA,NA,NA,-1.66345155239105,0.82367616891861,NA,NA,-55.4483850797017,41.1838084459305,NA,NA,NA,0.8,0.8,NA,1,1,1,1,0,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,23.5871468059855,NA,NA,NA,NA,NA,NA,80,61.76344,80,80,46.64384,80,80,55.85798,80,-3.86025,-1.71328,NA,NA,NA,NA,NA,NA,90.96,122.98,120.8,100.46,146.3,155.88,94.76,132.308,134.832,0.6,0.4,NA,NA,97.1333312988281,88.1500015258789,NA,NA,-5.95239321390788,2.8801531791687,NA,NA,10.3410924275716,2.70653390884399,NA,NA,-1.66947807371616,0.838075786828995,NA,NA,-55.6492691238721,41.9037893414497,NA,NA,NA,0.8,0.8,NA,1,1,1,14,NA,0.6,0.4,NA,97.061533610026,88.0577011108398,NA,-5.47755304972331,3.36305999755859,NA,9.13109334309896,1.25194501876831,NA,-1.66947807371616,0.838075786828995,NA,-55.6492691238721,41.9037893414497,NA,0.8,0.8,NA,1,1,1,4,102.145523071289,12.6460428237915,1,0.25,111.076,3,0.75,"2024-08-13",0
"Carlos Estevez",14542,"2024-08-08","@ARI",26,2024,"PHI","A",31,0,0,0,1,0,0,0,0,1,0,0,1,5,2,1,0,0,0,0,0,1,0,2,18,0,18,2,0,0,1,1,1,0,0,0,0,0.4,0,0.4,1.29088908401489,0,0.4,2,0.666666666666667,0.5,-0.833520221710205,0.833520221710205,0.678488184511662,0,-17.9405169074213,18.1856412207288,1,0.333333333,0.333333333,0.333333333,0,0,0,0,4,13,17,0.0422799997031689,-0.0802600011229515,0.122540004551411,-0.488999992609024,-0.0493939369916916,1.1942857503891,0.932000041007996,0.932000041007996,NA,0,1,-0.0287270527333021,0.0641289652901538,0,0,0.70588235,97.5,0.11764706,91.5,NA,NA,0.17647059,89.66666667,NA,-0.423087686300278,0.0182156562805176,NA,0.24809692800045,-3.52573071916898,0.910782814025879,NA,8.269897600015,0.33333333,0.75,0.52941176,0.66666667,1,0.88888889,0.47058824,0.8,0.05882353,1,1,1,1,1,1,3,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,0.33333333,1.49404117262557,74.05617,45.94508,70.99146,NA,NA,NA,54.29789,52.54781,54.0678,80,49.45324,80,66.28833,48.12509,68.34901,-0.88652,2.74731,112.22,120.38,116.36,NA,NA,NA,92.98,102.2,93.9,124.94,183.18,199.14,100.135294117647,114.935294117647,110.244705882353,0.70588235,0.11764706,NA,0.17647059,97.3416646321615,91.0999984741211,NA,89.7333374023438,-5.52832285563151,2.84225082397461,NA,-5.78916295369466,9.13269742329915,2.78764200210571,NA,4.09485181172689,-0.431792333722115,0.0183174163103104,NA,0.250902149826288,-3.59826944768429,0.915870815515518,NA,8.36340499420961,0.33333333,0.63636364,0.52941176,0.5,1,0.88888889,0.64705882,21,0.17647059,0.70588235,0.11764706,90.0056660970052,97.6148071289062,91.32080078125,-5.70200665791829,-5.24199994405111,3.26821494102478,2.4229482014974,7.85752423604329,1.40267050266266,0.250902149826288,-0.431792333722115,0.0183174163103104,8.36340499420961,-3.59826944768429,0.915870815515518,0.33333333,0.63636364,0.52941176,0.5,1,0.88888889,0.64705882,3,94.1787109375,21.0878448486328,0,0,103.316,2,0.66666667,"2024-08-08",0
"Carlos Estevez",14542,"2024-08-06","@LAD",26,2024,"PHI","A",31,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,2,0,1,0,0,0,0.25,0,0.25,3.28666658401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,29.3043324508413,103.055865631376,0.5,0,0.333333333,0.666666666,0.5,0,0,0,9,15,24,0.0166399981826544,-0.0130200004205108,0.0296599995344877,0.477999985218048,0.0505820065736771,0.293199986219406,0.412000000476837,0.412000000476837,NA,0,1,0.015370812267065,0.0413822537791332,0,0,0.66666667,96.375,0.20833333,90.4,NA,NA,0.125,88.66666667,NA,0.783486545085907,-0.77492094039917,NA,0.0167976431548595,4.89679090678692,-15.4984188079834,NA,0.559921438495318,0.35714286,0.9,0.58333333,0.8,0.66666667,0.71428571,0.41666667,0.75,0.16666667,0,1,2,1,1,1,3,0,0.33333333,0.66666667,0.33333333,0.33333333,0.33333333,-0.870479239006251,58.19299,41.46591,78.41318,NA,NA,NA,61.64848,44.96399,70.31386,78.22715,53.29811,80,67.62835,43.05156,80,-0.96977,2.62244,91.3,123.84,99.84,NA,NA,NA,96.06,140.64,128.48,132.2,140.56,156.6,102.994166666667,138.523333333333,130.758333333333,0.66666667,0.20833333,NA,0.125,96.4937515258789,90.1599975585937,NA,88.6666666666667,-3.89475536346436,2.33705005645752,NA,-5.56306076049805,9.80556392669678,2.74305362701416,NA,5.88644663492839,0.774748530238867,-0.782228991389275,NA,0.0166956372559071,4.84217831399292,-15.6445798277855,NA,0.556521241863569,0.38461538,0.81818182,0.58333333,0.8,0.66666667,0.71428571,0.45833333,20.15,0.125,0.66666667,0.20833333,88.6968994140625,96.5310211181641,90.1935180664063,-5.29334322611491,-3.35425043106079,2.93868408203125,4.65376345316569,8.97456836700439,2.01284198760986,0.0166956372559071,0.774748530238867,-0.782228991389275,0.556521241863569,4.84217831399292,-15.6445798277855,0.41666667,0.75,0.58333333,0.8,0.66666667,0.71428571,0.5,3,90.6753743489583,33.8810094197591,1,0.33333333,98.6609,1,0.33333333,"2024-08-06",0
"Carlos Estevez",14542,"2024-08-03","@SEA",26,2024,"PHI","A",31,0,1,0,1,0,0,0,0,0,0,0,1.2,8,0,1,0,0,2,1,1,0,0,2,10.8000041198746,10.8000041198746,0,1,0,0,0,3,0,1,0,0,0,0.25,0.25,0,6.86026033401489,0,0,1.20000045776385,0,0.66666667,6.16648092269941,-6.16648092269941,8.88809709211295,0,147.416482880228,216.576780910887,0,0,0,1,0.333333333,0,0,0,12,16,28,-0.0785500332713127,-0.401732057332993,0.323182016611099,-0.255000054836273,-0.0289608314633369,3.27397489547729,2.43630003929138,2.17919993400574,NA,0,1,0.0572416596114635,-0.0812339123864688,0,1,0.57142857,97.875,0.42857143,91.16666667,NA,NA,NA,NA,0.14285714,0.950255870819092,-0.308012902736664,NA,NA,5.93909919261932,-2.5667741894722,NA,NA,0.15384615,0.86666667,0.53571429,1,0.92307692,0.93333333,0.53571429,0.625,0.03571429,1,1,1,2,1,0,3,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,4.21224780914884,NA,NA,NA,NA,NA,NA,78.25916,57.33365,76.4831,20,57.16092,20,55.69832,58.03191,49.34412,-0.2286,3.73419,NA,NA,NA,NA,NA,NA,110.4,122.92,129.44,127.66,43.7,65.98,117.797142857143,88.9685714285714,102.242857142857,0.57142857,0.42857143,NA,NA,97.8062515258789,91.0166625976562,NA,NA,-5.25667476654053,2.20888789494832,NA,NA,10.0855140686035,1.70412127176921,NA,NA,0.959336619824171,-0.335798725485802,NA,NA,5.99585387390107,-2.79832271238168,NA,NA,0.1,0.77777778,0.53571429,1,0.92857143,0.93333333,0.64285714,22,NA,0.57142857,0.42857143,NA,98.0723495483398,91.2849934895833,NA,-4.60510492324829,2.99058596293131,NA,9.05294799804688,0.763457139333089,NA,0.959336619824171,-0.335798725485802,NA,5.99585387390107,-2.79832271238168,0.11111111,0.73684211,0.53571429,1,0.92857143,0.93333333,0.67857143,3,72.6897888183594,57.01953125,0,0,92.8403,0,0,"2024-08-03",0
"Carlos Estevez",14542,"2024-07-31","NYY",26,2024,"PHI","H",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,29.3043324508413,29.9783111930123,2,0,1,0,0,0,0,0,2,7,9,0.0379280000925064,0,0.0379280000925064,0.500999987125397,0.0513056851923466,0.504599988460541,0.661400020122528,0.661400020122528,NA,0,1,0.0753796398639679,-0.000215151239584307,0,0,0.55555556,96.4,0.44444444,89,NA,NA,NA,NA,NA,0.563889980316162,0.126593083143234,NA,NA,11.2777996063232,3.16482707858086,NA,NA,0.6,0.25,0.44444444,0.66666667,0,0.5,0.44444444,1,0.22222222,2,0,0,0,0,2,2,1,0,0,0,0,1,-0.217826419425264,NA,NA,NA,NA,NA,NA,77.5328,48.32073,80,76.30771,36.26538,80,80,41.35387,80,-2.0247,1.04004,NA,NA,NA,NA,NA,NA,108.34,119.8,112.76,105.38,130.16,142.2,107.024444444444,124.404444444444,125.844444444444,0.55555556,0.44444444,NA,NA,96.3400024414063,89.125,NA,NA,-4.37491035461426,2.74468207359314,NA,NA,10.5783767700195,2.98613810539246,NA,NA,0.570833623409271,0.127865336835384,NA,NA,11.4166724681854,3.19663342088461,NA,NA,0,0.5,0.44444444,NA,0.5,0.5,0.88888889,13.66666667,NA,0.55555556,0.44444444,NA,96.0957397460938,88.9003753662109,NA,-3.85597991943359,3.61274242401123,NA,9.29443206787109,1.57740747928619,NA,0.570833623409271,0.127865336835384,NA,11.4166724681854,3.19663342088461,0.5,0.42857143,0.44444444,1,0.33333333,0.5,0.77777778,2,98.6010437011719,-2.35199761390686,0,0,98.7893,2,1,"2024-07-31",0
"Carlos Estevez",14542,"2024-07-30","NYY",26,2024,"PHI","H",31,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,76.5491818091038,187.926090042024,0,0,0,1,0,0,1,9,7,8,15,0.0379280000925064,0,0.0379280000925064,0.500999987125397,0.0513056851923466,0.504599988460541,0.661400020122528,0.661400020122528,2.63860011100769,1,1,0.0753796398639679,-0.000215151239584307,0,0,0.73333333,96,0.06666667,89,NA,NA,0.2,89.66666667,NA,0.764991223812103,-0.0344077162444592,NA,0.0188862010836601,6.95446567101912,-3.44077162444592,NA,0.629540036122004,0,0.77777778,0.46666667,NA,1,1,0.6,NA,0,0,3,0,0,1,2,3,0,1,0,0,0.33333333,0.66666667,0.800043401490257,20,30.45282,32.4905,NA,NA,NA,50.58787,56.75264,45.09701,20,50.98258,20,28.01269,47.57307,29.47344,1.4914,6.31419,78.54,75.6,50.1,NA,NA,NA,105.04,109,118,98.86,11,17.02,99.328,95.7866666666667,97.688,0.73333333,0.06666667,NA,0.2,96.0818204012784,89.0999984741211,NA,89.4666646321615,-5.70713702115146,3.54687738418579,NA,-6.27492586771647,10.3885172063654,1.84208381175995,NA,6.39260991414388,0.817209534347057,-0.0350487045943737,NA,0.0183441489934921,7.42917758497325,-3.50487045943737,NA,0.611471633116404,0,0.875,0.46666667,NA,1,1,0.53333333,16.83333333,0.2,0.73333333,0.06666667,89.4777628580729,96.0911310369318,89.0950012207031,-5.67927996317546,-5.32820268110795,4.09696006774902,4.96864986419678,9.31937616521662,1.1187299489975,0.0183441489934921,0.817209534347057,-0.0350487045943737,0.611471633116404,7.42917758497325,-3.50487045943737,0,0.77777778,0.46666667,NA,1,1,0.6,3,98.7021077473958,32.8377482096354,1,0.33333333,104.73,2,0.66666667,"2024-07-30",0
