"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCH%","pfxvFA","pfxvFC","pfxvSL","pfxvCH","pfxFA-X","pfxFC-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSL%","pivCH","pivFA","pivFC","pivSL","piCH-X","piFA-X","piFC-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSL-Z","piwCH","piwFA","piwFC","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Zack Kelly",20349,"2024-08-24","ARI",3,2024,"BOS","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,1,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.0063775332964,64.7888072114456,1,0,0.5,0.5,1,0,0,0,6,7,13,0.0418840050697327,0,0.0418840050697327,0.546999990940094,0.0526974946260452,0.532533347606659,0.701999962329865,0.701999962329865,0.650400042533875,1,1,0.0787548944354057,-0.00010441130985106,0,0,0.15384615,98,0.23076923,82.66666667,0.15384615,92.5,0.46153846,84.16666667,NA,-0.15001705288887,0.329441875219345,0.0778313875198364,0.48849231004715,-7.50085264444351,10.9813958406448,3.89156937599182,8.14153850078583,0.44444444,0.5,0.46153846,0.5,0.5,0.5,0.30769231,0.66666667,0.23076923,2,0,0,1,0,1,2,1,0,0,0.5,0,0.5,-1.47508785224561,NA,80,78.14333,80,80,55.70413,63.69696,62.00717,72.38718,48.80599,80,58.78235,80,80,79.51553,80,-3.08099,-0.54439,110.68,188.74,205.02,125.06,115.94,125.84,136.5,113.32,124.16,110.64,112.44,126.06,118.844615384615,148.396923076923,162.030769230769,0.15384615,0.15384615,0.23076923,0.46153846,97.9499969482422,92.3999938964844,82.5333353678385,84.3333333333333,-7.95153331756592,0.276419043540955,8.91673596700033,-11.6342391967773,9.11619758605957,5.39809513092041,0.780598640441895,-0.525306264559428,-0.153169609606266,0.0787287354469299,0.316138166934252,0.49502644687891,-7.6584804803133,3.9364367723465,10.5379388978084,8.25044078131517,0.375,0.6,0.46153846,0.33333333,0.66666667,0.5,0.38461538,18.3,0.46153846,0.15384615,0.15384615,0.23076923,84.3084157307943,97.9474029541016,92.3598937988281,82.5330657958984,-11.1646664937337,-7.28440475463867,1.22576308250427,10.504269917806,-2.04500834147135,7.78113985061646,4.30427503585815,-0.58215336004893,0.49502644687891,-0.153169609606266,0.0787287354469299,0.316138166934252,8.25044078131517,-7.6584804803133,3.9364367723465,10.5379388978084,0.33333333,0.75,0.46153846,0.33333333,0.66666667,0.5,0.30769231,2,83.6082305908203,45.3392562866211,0,0,91.0912,0,0,"2024-08-24",0
"Zack Kelly",20349,"2024-08-21","@HOU",3,2024,"BOS","A",29,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.4551252906048,76.9288520456552,1,0,1,0,0,0,0,0,2,3,5,0.0159220229834318,0,0.0159220229834318,0.0989999994635582,0.0104928454384208,0.631600022315979,0.31580001115799,0.631600022315979,1.57420003414154,1,1,0.0252090282738209,2.58268521152738e-10,0,0,0.6,96.33333333,NA,NA,0.4,91,NA,NA,NA,0.1058694049716,NA,0.106215819716454,NA,3.52898016571999,NA,5.31079098582268,NA,0,1,0.6,NA,1,1,0.6,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1.45977924691138,NA,NA,NA,NA,57.91362,45.23216,69.87112,NA,NA,NA,66.94274,44.37533,74.65511,64.14847,41.92758,80,-0.75358,2.94672,NA,NA,NA,109.62,95.6,92.12,NA,NA,NA,81.84,125.14,124.7,98.508,107.416,105.152,0.6,0.4,NA,NA,96.0666707356771,91.3000030517578,NA,NA,-6.11460431416829,0.235018476843834,NA,NA,9.42712593078613,5.52008819580078,NA,NA,0.107161540538073,0.10757814347744,NA,NA,3.57205135126909,5.37890717387199,NA,NA,0,0.75,0.6,NA,1,1,0.8,22.75,NA,0.6,0.4,NA,NA,96.0228983561198,91.2217025756836,NA,NA,-5.03772989908854,1.17963147163391,NA,NA,8.1888001759847,4.27991485595703,NA,NA,0.107161540538073,0.10757814347744,NA,NA,3.57205135126909,5.37890717387199,NA,0,0.75,0.6,NA,1,1,0.8,1,91.9811019897461,-7.22559213638306,0,0,91.9811,0,0,"2024-08-21",0
"Zack Kelly",20349,"2024-08-20","@HOU",3,2024,"BOS","A",29,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,76.4551252906048,114.543946394147,2,0,0.666666666,0.333333333,0,0,1,9,3,5,8,0.0856840014457703,0,0.0856840014457703,0.476999998092651,0.0505564361810684,1.14686667919159,1.5058000087738,1.5058000087738,2.46320009231567,1,1,0.0747359693050385,-2.45813116513394e-05,1,0,0.75,98,NA,NA,0.25,90.5,NA,NA,NA,0.496316194534302,NA,0.177677512168884,NA,8.2719365755717,NA,8.88387560844421,NA,0.4,1,0.625,1,0.66666667,0.8,0.375,0.66666667,0.125,1,1,1,0,2,1,3,0.33333333,0.33333333,0.33333333,0,0.66666667,0.33333333,1.24622064202669,NA,NA,NA,NA,39.38566,52.1802,30.37397,NA,NA,NA,20,64.40606,24.76896,29.81694,50.45214,23.90053,1.37931,6.14606,NA,NA,NA,113.46,73.08,88.9,NA,NA,NA,104.6,71.8,83,111.245,72.76,87.425,0.75,0.25,NA,NA,98.0333353678385,90.3999938964844,NA,NA,-6.43779055277507,-0.512583434581757,NA,NA,8.80123329162598,5.93666076660156,NA,NA,0.502552881836891,0.17969099059701,NA,NA,8.37588136394819,8.98454952985048,NA,NA,0.4,1,0.625,1,0.66666667,0.8,0.375,18.4,NA,0.75,0.125,0.125,NA,97.8946838378906,92.0950012207031,88.4041976928711,NA,-5.39843495686849,0.381958991289139,0.80597198009491,NA,7.39398829142253,2.73441004753113,5.23200988769531,NA,0.502552881836891,0.214739695191383,-0.0350487045943737,NA,8.37588136394819,21.4739695191383,-3.50487045943737,0.4,1,0.625,1,0.66666667,0.8,0.375,3,96.6328735351562,1.54217863082886,0,0,111.079,2,0.66666667,"2024-08-20",0
"Zack Kelly",20349,"2024-08-16","@BAL",3,2024,"BOS","A",29,0,0,0,1,0,0,0,0,0,0,0,0.1,2,1,0,0,0,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,0,1,1,1,0,0,0,0,0,0,8.41372908401489,0,0.5,3.00000312924711,0.5,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,76.4551252906048,189.774252798055,0,0.5,0,0.5,1,0,0,0,2,4,6,0.0222599990665913,-0.0378799960017204,0.0601399950683117,0.216000020503998,0.0232258103787899,1.43799996376038,0.40200001001358,0.804000020027161,0.96399998664856,1,1,-0.0180893279612064,0.0335691608037479,0,0,0.16666667,96,0.66666667,82.25,0.16666667,92,NA,NA,NA,-0.758123278617859,0.182523131370544,0.0673001259565353,NA,-75.8123278617859,4.56307828426361,6.73001259565353,NA,0.33333333,1,0.66666667,1,1,1,0.5,0.5,0,0,1,1,1,0,1,2,0,0.5,0.5,0.5,0,0.5,6.39185152328029,NA,NA,NA,NA,80,30.7552,80,80,78.12974,80,80,20,80,80,66.74237,80,-3.1503,-0.64836,NA,NA,NA,84.1,136.3,132.56,136.68,98.02,137.92,84.9,134.62,145.4,119.286666666667,110.5,138.273333333333,0.16666667,0.16666667,0.66666667,NA,96.3000030517578,92.1999969482422,82.2249984741211,NA,-7.05635023117065,-0.0612934306263924,10.5684986114502,NA,8.08846473693848,4.41094303131104,0.457136362791061,NA,-0.76553338766098,0.0682137757539749,0.184550691395998,NA,-76.553338766098,6.82137757539749,4.61376728489995,NA,0,1,0.66666667,NA,1,1,0.66666667,22.5,NA,0.16666667,0.16666667,0.66666667,NA,96.1862030029297,92.0287017822266,82.0687484741211,NA,-6.03992986679077,1.26610004901886,11.8829002380371,NA,7.21878004074097,3.1800799369812,-0.770851492881775,NA,-0.76553338766098,0.0682137757539749,0.184550691395998,NA,-76.553338766098,6.82137757539749,4.61376728489995,0,1,0.66666667,NA,1,1,0.66666667,2,97.9983673095703,43.7585906982422,1,0.5,109.816,1,0.5,"2024-08-16",0
"Zack Kelly",20349,"2024-08-14","TEX",3,2024,"BOS","H",29,0,1,9,1,0,0,0,0,0,0,0,1,6,3,2,1,1,0,0,0,0,0,1,9,0,27,1,0,0,1,3,1,1,0,0,0,0.16666667,0,0.16666667,4.72872909190039,9,0.5,3,0.5,0.625,14.1664797782898,-5.16647977828979,5.70250499695539,211.381984329076,348.423237955801,140.018995908429,0.333333333,0.2,0.2,0.6,0.333333333,0.333333333,0,0,7,10,17,-0.28710001707077,-0.346724659204483,0.059624657034874,-0.822999954223633,-0.079287089407444,0.820266664028168,2.58119988441467,2.58119988441467,NA,0,1,-0.158961787819862,-0.191046361555462,0,1,0.47058824,97.25,0.11764706,82.5,0.23529412,92.25,0.17647059,85.33333333,NA,-0.993120014667511,0.252240389585495,-1.40533661842346,0.297220349311829,-12.4140001833439,12.6120194792747,-35.1334154605865,9.90734497706095,0.125,0.77777778,0.47058824,0,0.85714286,0.75,0.52941176,0.83333333,0.11764706,3,0,2,1,3,1,5,0.6,0,0.4,0.2,0.6,0.2,11.1556560646423,NA,80,62.43872,80,47.80365,57.52619,47.46281,44.25029,76.63817,20,58.92843,56.59714,66.3792,62.06574,61.82354,59.14098,-0.62419,3.14081,86.7,166.08,167.68,99.16,88.28,96.2,133.46,68.52,126.02,94.82,120.82,128.16,99.9752941176471,107.341176470588,119.842352941176,0.47058824,0.23529412,0.11764706,0.17647059,97.2125015258789,92.0249938964844,82.5500030517578,85.4333292643229,-5.41504287719727,0.0375794060528278,10.3721790313721,-10.9380963643392,8.74100780487061,4.56838130950928,1.97893214225769,2.23219680786133,-1.00568671897054,-1.40670600906014,0.237643048167229,0.34329817071557,-12.5710839871317,-35.1676502265036,11.8821524083614,11.4432723571857,0.125,0.77777778,0.47058824,0,0.85714286,0.75,0.52941176,19.72727273,0.17647059,0.47058824,0.23529412,0.11764706,85.3675333658854,97.1150894165039,91.9131774902344,82.4092483520508,-10.1131134033203,-4.46883010864258,1.20406436920166,12.0633506774902,0.635022044181824,7.6089973449707,3.61672496795654,0.660983026027679,0.34329817071557,-1.00568671897054,-1.40670600906014,0.237643048167229,11.4432723571857,-12.5710839871317,-35.1676502265036,11.8821524083614,0.125,0.77777778,0.47058824,0,0.85714286,0.75,0.52941176,5,86.8922180175781,27.7910949707031,0,0,97.2003,1,0.2,"2024-08-14",0
"Zack Kelly",20349,"2024-08-12","TEX",3,2024,"BOS","H",29,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,3,0,1,1,0,1,0,0,0,0,1,13.500014081612,13.500014081612,0,1,0,0,1,0,0,0,0,0,0,0.33333333,0.33333333,0,6.88572907925689,0,0,1.50000156462356,0,0,4.66648134291335,8.83353273869866,4.66648134291335,317.073307226846,113.541724792924,114.245245356712,1,0,1,0,0,0,0,0,8,8,16,0.03074000030756,-0.0591320283710957,0.0898720324039459,0.206000000238419,0.0198458582162857,1.84119999408722,1.37360000610352,1.37360000610352,1.50679993629456,1,1,-0.000229084238526411,0.0169247177418273,0,0,0.5,97.375,0.125,82.5,0.3125,92.8,0.0625,84,NA,0.279764801263809,0.0199030227959156,-0.0585879348218441,-0.0879258811473846,3.49706001579762,0.99515113979578,-1.17175869643688,-8.79258811473846,0.09090909,1,0.375,1,1,1,0.3125,0.66666667,0,0,1,0,1,0,0,1,0,1,0,1,0,0,4.13295155380378,NA,20,80,20,20,58.27844,20,80,77.06804,62.75566,20,58.54055,20,20,63.19622,20,3.3656,9.12549,139.48,-81.74,-74.58,121.76,55.34,65.42,139.72,131.72,160.36,100.24,-9.84,11.42,118.3875,35.95125,51.6625,0.5,0.3125,0.125,0.0625,97.3874969482422,92.8,82.3000030517578,84,-5.96298503875732,-0.35213623046875,8.8911304473877,-11.0404872894287,8.54186153411865,4.64041213989258,-1.01358735561371,0.965813279151917,0.282811593264341,-0.0622999668121338,0.019891619682312,-0.0897959321737289,3.53514491580427,-1.24599933624268,0.994580984115601,-8.97959321737289,0.18181818,0.8,0.375,1,1,1,0.3125,22.38461538,0.0625,0.5,0.3125,0.125,83.8892974853516,97.2538757324219,92.6560424804688,82.1239471435547,-10.4286003112793,-5.43731737136841,0.460470771789551,10.3943452835083,-0.953109979629517,8.01350116729736,4.01012191772461,-2.43625855445862,-0.0897959321737289,0.282811593264341,-0.0622999668121338,0.019891619682312,-8.97959321737289,3.53514491580427,-1.24599933624268,0.994580984115601,0.16666667,1,0.375,1,1,1,0.25,1,65.0153045654297,-59.1889801025391,0,0,65.0153,0,0,"2024-08-12",0
"Zack Kelly",20349,"2024-08-10","HOU",3,2024,"BOS","H",29,0,0,9,1,0,0,0,0,0,0,0,1,4,1,1,1,1,0,0,0,0,0,1,9,0,9,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,9,0.25,1,0,1,14.1664797782898,-5.16647977828979,4.19049659073353,211.381984329076,348.423237955801,102.403901559937,0,0.333333333,0,0.666666666,0,0.5,2,18,6,11,17,-0.0500519908964634,-0.0792159885168076,0.0291639994829893,-0.453000009059906,-0.0436416193842888,0.353200018405914,0.54040002822876,0.54040002822876,0.718800008296967,1,1,-0.190984219312668,0.0492741731966983,0,0,0.52941176,97.66666667,0.11764706,80.5,0.23529412,91.5,0.11764706,84,NA,0.288214445114136,0.0182156562805176,0.297220349311829,-1.24809765815735,3.2023827234904,0.910782814025879,7.43050873279572,-62.4048829078674,0.33333333,0.75,0.52941176,0.66666667,1,0.88888889,0.47058824,0.75,0.05882353,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,20.8815499441986,NA,80,72.76346,63.08492,58.79214,59.19156,61.76865,80,68.18344,80,80,61.33801,78.88631,79.65604,62.93268,79.74264,-1.71701,1.50158,146.6,106.08,150.28,114.7,90.56,99.78,109.28,141.86,137,114.02,137.98,157.64,117.655294117647,109.578823529412,123.714117647059,0.52941176,0.23529412,0.11764706,0.11764706,97.6666666666667,91.3000030517578,80.3500061035156,83.6999969482422,-6.28428014119466,-0.763671636581421,8.18642425537109,-10.4088573455811,8.53524356418186,3.26135301589966,-2.80418252944946,-0.218276649713516,0.290792789310217,0.301086623221636,0.0183174163103104,-1.20490512251854,3.23103099233574,7.5271655805409,0.915870815515518,-60.245256125927,0.14285714,0.8,0.52941176,0,1,0.88888889,0.58823529,19.92307692,0.11764706,0.52941176,0.23529412,0.11764706,83.6728973388672,97.6314019097222,91.2510223388672,80.2863998413086,-10.0109252929688,-5.50914891560872,0.297167509794235,9.3722095489502,-1.13801550865173,7.93604193793403,2.53659749031067,-4.09580993652344,-1.20490512251854,0.290792789310217,0.301086623221636,0.0183174163103104,-60.245256125927,3.23103099233574,7.5271655805409,0.915870815515518,0.14285714,0.8,0.52941176,0,1,0.88888889,0.58823529,3,88.3558756510417,35.8119862874349,1,0.33333333,106.711,1,0.33333333,"2024-08-10",0
"Zack Kelly",20349,"2024-08-09","HOU",3,2024,"BOS","H",29,0,0,0,1,0,0,0,0,0,0,0,0.2,4,3,0,0,0,0,0,0,0,0,0,0,0,40.5000422448361,0,0,0,2,0,2,0,0,0,0,0,0,0,3.65572908401489,0,0.75,4.50000469387067,0.75,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,76.4551252906048,76.9288520456552,2,0.5,0.5,0,0,0,0,0,7,8,15,-0.208915993571281,-0.311039984226227,0.102123990654945,-1.04200005531311,-0.10038535296917,2.83120012283325,1.59140002727509,3.18280005455017,0.54040002822876,1,1,-0.0340947769582272,-0.0396958363885306,0,1,0.13333333,97,0.4,81.16666667,0.33333333,90.8,0.13333333,84,NA,-0.404845058917999,-0.213623523712158,0.453042507171631,-0.441672086715698,-20.2422529459,-3.5603920618693,9.06085014343262,-22.0836043357849,0.22222222,0.83333333,0.46666667,1,1,1,0.4,0.5,0,1,3,0,0,3,1,4,0.25,0.75,0,0,0.75,0.25,10.5548425453134,NA,80,59.88524,73.53144,42.54035,38.64756,35.36665,20,62.46186,20,54.26464,60.07256,43.75182,37.64941,63.45269,28.23465,0.89271,5.41616,121.36,114.62,122.76,117.96,110.54,112.9,113.58,24.98,45.64,99.5,120.64,137.42,110.508,80.2266666666667,95.484,0.13333333,0.33333333,0.4,0.13333333,96.6499938964844,90.7,81.2666676839193,83.5500030517578,-5.2924542427063,1.45486536026001,8.75949223836263,-10.4422245025635,7.98963451385498,3.32632942199707,0.414264043172201,0.976378440856934,-0.410865798592567,0.462627496570349,-0.218426920473576,-0.448252961039543,-20.5432899296284,9.25254993140697,-3.64044867455959,-22.4126480519772,0.25,0.71428571,0.46666667,1,1,1,0.46666667,25.09090909,0.13333333,0.13333333,0.33333333,0.4,83.5532989501953,96.6535491943359,90.7046630859375,81.2502644856771,-10.2251901626587,-4.78184986114502,2.24592800140381,9.66319020589193,0.0308450497686863,7.5737247467041,2.5119140625,-0.692296504974365,-0.448252961039543,-0.410865798592567,0.462627496570349,-0.218426920473576,-22.4126480519772,-20.5432899296284,9.25254993140697,-3.64044867455959,0.25,0.71428571,0.46666667,1,1,1,0.46666667,4,93.7703552246094,9.36222553253174,0,0,106.999,2,0.5,"2024-08-09",0
"Zack Kelly",20349,"2024-08-06","@KCR",3,2024,"BOS","A",29,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-22.4423702240119,15.0336680287444,0,0,0,1,0,0,0,0,2,8,10,0.0583200007677078,0,0.0583200007677078,0.533999979496002,0.0522760637104511,0.746399998664856,1.08720004558563,1.08720004558563,1.11960005760193,1,1,0.0783554911613464,-0.000220441761521445,0,0,0.2,95.5,0.6,81.16666667,0.2,91,NA,NA,NA,0.0778313875198364,0.608407258987427,0.096209779381752,NA,3.89156937599182,10.1401209831238,4.8104889690876,NA,0.33333333,0.75,0.5,0.5,0.66666667,0.6,0.4,1,0.2,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.81572196005183,NA,NA,NA,NA,44.82604,46.16281,36.52131,69.62425,71.81248,48.99909,80,54.12181,80,78.55232,69.7089,65.08624,-1.64844,1.60443,NA,NA,NA,87.98,142.9,146.26,132.26,97.9,120.14,94,154.1,152.6,115.752,118.14,131.856,0.2,0.2,0.6,NA,95.6000061035156,90.75,81.2000020345052,NA,-6.36215496063232,-0.0537870526313782,11.0350379943848,NA,8.83057975769043,1.7007462978363,0.300561348597209,NA,0.0787287354469299,0.0973343104124069,0.615140564739704,NA,3.9364367723465,4.86671552062035,10.2523427456617,NA,0,0.83333333,0.5,NA,0.6,0.6,0.6,19.85714286,NA,0.2,0.2,0.6,NA,95.7350006103516,90.8206481933594,81.2744344075521,NA,-5.65363025665283,0.864673495292664,12.2486826578776,NA,7.88346004486084,0.950574994087219,-0.906949996948242,NA,0.0787287354469299,0.0973343104124069,0.615140564739704,NA,3.9364367723465,4.86671552062035,10.2523427456617,0.2,0.8,0.5,1,0.5,0.6,0.5,1,95.9225234985352,24.3943271636963,0,0,95.9225,1,1,"2024-08-06",0
"Zack Kelly",20349,"2024-08-04","@TEX",3,2024,"BOS","A",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,2,0,0,0,0,0,0.25,0,0.25,3.28666658401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.0063775332964,102.403901559937,0.5,0,0.333333333,0.666666666,0,0,1,9,10,13,23,0.0329719968140125,-0.0268680043518543,0.0598400011658669,0.49099999666214,0.0509864985942841,0.667600035667419,0.677200019359589,0.677200019359589,0.32039999961853,1,1,0.0156941693276167,0.0336946788635753,0,0,0.26086957,96.33333333,0.30434783,81.42857143,0.26086957,90.83333333,0.17391304,84,NA,0.134891986846924,0.0264401882886887,-0.0616680979728699,-0.0918282717466354,2.24819978078206,0.377716975552695,-1.02780163288116,-2.29570679366589,0.21428571,1,0.52173913,0.33333333,0.66666667,0.58333333,0.39130435,0.75,0.2173913,1,2,0,0,0,3,3,0.33333333,0.66666667,0,0,0,1,-0.0889547598876072,NA,49.24143,69.56088,45.57226,69.89169,52.17172,56.05756,52.04467,74.08731,38.44936,57.1972,61.09961,50.5876,59.17175,69.11646,46.18048,-0.4444,3.41049,133.16,101.3,111.44,119.08,124.52,123.18,150.06,81.66,116.4,87.6,119.78,135.08,122.745217391304,106.200869565217,122.179130434783,0.26086957,0.26086957,0.30434783,0.17391304,96.2833353678385,90.5999959309896,81.2428588867188,83.5999984741211,-6.0094051361084,0.21167129278183,10.2946134294782,-10.705997467041,9.1874631245931,3.33177216847738,0.460414613996233,1.08214223384857,0.135452777147293,-0.0581483319401741,0.026057917624712,-0.0941472463309765,2.25754628578822,-0.969138865669568,0.372255966067314,-2.35368115827441,0.16666667,0.90909091,0.52173913,0.5,0.6,0.58333333,0.47826087,21.89473684,0.17391304,0.26086957,0.26086957,0.30434783,83.8502197265625,96.5411885579427,90.8460693359375,81.5020577566964,-9.95408058166504,-4.87755839029948,1.33183455467224,11.6945430210658,-0.412715226411819,7.97513834635417,2.18868017196655,-0.891272272382464,-0.0941472463309765,0.135452777147293,-0.0581483319401741,0.026057917624712,-2.35368115827441,2.25754628578822,-0.969138865669568,0.372255966067314,0.16666667,0.90909091,0.52173913,0.5,0.6,0.58333333,0.47826087,3,96.576649983724,19.6908060709635,0,0,99.7559,2,0.66666667,"2024-08-04",0
